campaign_id,channel,first_touch_revenue,last_touch_revenue,linear_revenue,objective,total_spend,total_impressions,total_clicks,ctr,cpc,cpm,attributed_transactions,attributed_customers,first_touch_roas,last_touch_roas,linear_roas,cost_per_conversion,cac
27,Display,1710.86,1775.41,1753.995,Retention,4350.48,187602.0,3083.0,0.01643372671933135,1.4111190398962048,23.18994467009946,25,24,0.3932577554660635,0.40809519869071925,0.40317275335135433,174.01919999999998,181.26999999999998
20,Social,1618.1399999999999,1891.43,1741.96,Reactivation,42020.13,2114244.0,70013.0,0.03311491010498315,0.6001761101509719,19.874777934807902,21,21,0.03850868619397417,0.04501247378339858,0.04145536912903411,2000.9585714285713,2000.9585714285713
9,Social,1795.17,1611.49,1703.33,Retention,44525.07,2527377.0,90546.0,0.035826075809030467,0.4917397786760321,17.617106589163388,26,25,0.040318184788929026,0.036192868422216966,0.03825552660557299,1712.5026923076923,1781.0028
45,Affiliate,1664.29,1720.25,1692.27,Retention,18140.89,974642.0,26607.0,0.02729925449549681,0.6818089224640133,18.612875291645548,21,21,0.09174246688007039,0.09482721079285526,0.09328483883646282,863.8519047619047,863.8519047619047
3,Email,1522.78,1868.53,1686.1383333333333,Reactivation,9822.33,555513.0,32454.0,0.05842167510031268,0.3026539101497504,17.68154840660795,22,22,0.1550324617478745,0.19023286735428355,0.1716637837797481,446.4695454545454,446.4695454545454
46,Social,1828.53,1420.52,1650.105,Cross-sell,18574.66,1077275.0,39155.0,0.036346336822074214,0.47438794534542206,17.242264045856444,22,22,0.09844217875320463,0.07647623159724054,0.08883635016737856,844.3027272727272,844.3027272727272
25,Paid Search,1368.18,1898.93,1625.2133333333334,Cross-sell,22771.94,1179276.0,66065.0,0.056021660747780845,0.34468992658745173,19.310102130459704,23,23,0.060081837559733606,0.08338903053494784,0.07136912065170264,990.0843478260869,990.0843478260869
1,Paid Search,1715.5900000000001,1563.48,1617.5466666666666,Cross-sell,30527.56,1791594.0,89003.0,0.049678107874886836,0.34299473051470175,17.039329223027092,16,16,0.05619807151308523,0.05121536080839739,0.052986438047019364,1907.9725,1907.9725
8,Paid Search,1839.48,1405.3400000000001,1605.3433333333332,Cross-sell,35874.29,1957576.0,104589.0,0.05342781072101415,0.34300251460478637,18.32587342713642,16,16,0.05127571862746273,0.03917401570874295,0.044749131852737246,2242.143125,2242.143125
14,Email,1679.76,1420.7,1591.255,Retention,1338.84,61380.0,3710.0,0.06044314108830238,0.3608733153638814,21.81231671554252,26,26,1.2546383436407638,1.0611424815511936,1.1885326103193812,51.49384615384615,51.49384615384615
6,Affiliate,1362.75,1842.15,1555.5349999999999,Reactivation,16248.880000000001,872887.0,24554.0,0.0281296433558983,0.6617610165349842,18.61510138196582,17,17,0.08386731885520725,0.11337089079370394,0.09573182890143811,955.8164705882353,955.8164705882353
2,Email,1814.9499999999998,1304.56,1524.1183333333333,Retention,8413.42,441507.0,24050.0,0.054472522519461754,0.34983035343035346,19.05614180522619,18,18,0.21572083647315834,0.1550570398244709,0.18115324485563936,467.4122222222222,467.4122222222222
35,Display,1376.6100000000001,1681.8,1483.4550000000002,Acquisition,11819.68,646830.0,11006.0,0.01701528995253776,1.07393058331819,18.273240264057016,22,22,0.11646762010477442,0.14228811609112937,0.12550720493279008,537.2581818181818,537.2581818181818
33,Display,1472.24,1437.52,1454.88,Cross-sell,31349.16,1770911.0,29356.0,0.016576778844334922,1.0678961711404824,17.702278657707815,18,18,0.046962661838467125,0.04585513615037851,0.04640889899442282,1741.62,1741.62
26,Email,1657.97,1254.9,1430.2116666666666,Reactivation,14291.17,767282.0,39451.0,0.0514165587098355,0.3622511469924717,18.625707367043667,19,19,0.11601359440829548,0.08780946556510069,0.1000765974141142,752.1668421052632,752.1668421052632
13,Display,1281.38,1638.22,1418.915,Reactivation,42081.78,2276557.0,36084.0,0.01585025105894559,1.166217159960093,18.484834774617987,23,23,0.030449757591052472,0.038929436920206326,0.03371803664198615,1829.6426086956521,1829.6426086956521
50,Email,1486.6399999999999,1262.51,1412.936,Retention,5300.46,274795.0,14524.0,0.052853945668589315,0.3649449187551639,19.288778907913173,25,25,0.2804737702010769,0.23818876097546252,0.2665685619738664,212.0184,212.0184
18,Affiliate,1402.55,1432.24,1373.56,Retention,15931.56,853867.0,23765.0,0.027832203375935595,0.6703791289711761,18.65812825650833,24,24,0.08803594877086739,0.08989954530504232,0.0862162901812503,663.8149999999999,663.8149999999999
39,Affiliate,1516.44,1139.81,1358.575,Retention,17026.15,836492.0,23085.0,0.02759739483461886,0.7375416937405243,20.354229329150787,19,19,0.08906534947712783,0.06694467040405493,0.07979343539202932,896.1131578947369,896.1131578947369
36,Display,1255.47,1432.93,1340.1333333333332,Reactivation,34474.8,1975345.0,32577.0,0.016491802697756595,1.0582558246615712,17.452546264070328,23,23,0.03641703505168993,0.04156456310116375,0.03887283851779657,1498.9043478260871,1498.9043478260871
10,Email,1002.64,1619.62,1311.1299999999999,Cross-sell,9224.65,514550.0,29951.0,0.05820814303760567,0.3079913859303529,17.927606646584394,22,22,0.10869138666507673,0.17557522507629014,0.14213330587068343,419.30227272727274,419.30227272727274
29,Email,1333.54,1238.11,1299.2833333333333,Acquisition,13360.93,791936.0,42803.0,0.054048559479553906,0.31214938205265985,16.871224442379184,21,21,0.0998089204868224,0.09266645360764557,0.09724497720842286,636.234761904762,636.234761904762
23,Paid Search,1224.3600000000001,1339.13,1274.3683333333333,Retention,57895.34,3016265.0,157173.0,0.05210848516294159,0.36835423386968497,19.194381130305192,21,21,0.021147816041843785,0.023130186298240932,0.022011587345947593,2756.9209523809523,2756.9209523809523
32,Social,1616.27,983.51,1273.1366666666665,Reactivation,50352.7,2784683.0,96587.0,0.03468509701104219,0.5213196392889312,18.0820222624981,16,16,0.03209897383854292,0.01953241832116252,0.025284377335607955,3147.04375,3147.04375
41,Social,1078.92,1738.44,1268.6966666666667,Retention,4295.67,219449.0,9122.0,0.04156774466960433,0.4709131769348827,19.57479870038141,22,22,0.2511645447625167,0.40469589144417517,0.2953431401077519,195.25772727272727,195.25772727272727
47,Affiliate,1190.83,1388.27,1255.5716666666667,Cross-sell,18792.47,1103573.0,30050.0,0.02722973468905093,0.625373377703827,17.028751156470847,16,16,0.06336740194343797,0.07387373772580187,0.06681248748390534,1174.529375,1174.529375
31,Affiliate,1218.62,1087.31,1187.6816666666666,Cross-sell,14004.27,738922.0,21108.0,0.028565937947442357,0.6634579306424104,18.952298077469614,14,14,0.0870177453019686,0.07764131939758373,0.08480853815776664,1000.3050000000001,1000.3050000000001
44,Affiliate,1274.89,1010.3,1165.2450000000001,Reactivation,25862.57,1545964.0,43831.0,0.02835188917723828,0.5900520179781433,16.729089422522126,17,17,0.0492947916622362,0.03906417653002003,0.04505526712929149,1521.3276470588235,1521.3276470588235
5,Social,1111.75,1171.03,1146.9360000000001,Acquisition,70308.4,4342746.0,153170.0,0.03527031053623675,0.4590220016974603,16.189848542834415,20,20,0.015812477598693756,0.016655620096602968,0.016312929891734135,3515.4199999999996,3515.4199999999996
40,Display,1200.83,1016.9000000000001,1123.7333333333333,Cross-sell,22218.07,1155995.0,17531.0,0.015165290507311883,1.2673589641207004,19.21986686793628,16,16,0.054047448765801885,0.045769051947356365,0.050577450396606605,1388.629375,1388.629375
12,Email,1263.54,830.07,1048.0816666666667,Acquisition,7297.17,404874.0,22897.0,0.0565533968592698,0.31869546228763596,18.023310956001126,17,17,0.17315479836703818,0.11375231767931952,0.14362851169243238,429.24529411764706,429.24529411764706
28,Affiliate,936.74,1073.17,1004.955,Acquisition,4441.28,246358.0,8070.0,0.03275720699145147,0.5503444857496902,18.02774823630651,17,17,0.21091667267094172,0.24163529432956268,0.22627598350025221,261.25176470588235,261.25176470588235
7,Paid Search,845.44,1089.0,958.8783333333333,Cross-sell,36158.5,2160099.0,109773.0,0.05081850415189304,0.32939338452989353,16.739279079338495,18,18,0.02338150089190647,0.030117399781517486,0.026518753082493282,2008.8055555555557,2008.8055555555557
38,Paid Search,1139.55,775.5699999999999,942.2875,Reactivation,41320.27,2359237.0,124706.0,0.05285861488269301,0.3313414751495517,17.51425142959355,16,16,0.02757847419680462,0.01876972246309136,0.022804485546682053,2582.516875,2582.516875
49,Paid Search,984.97,810.34,903.3943333333334,Reactivation,41857.53,2529863.0,134102.0,0.05300761345574839,0.3121320338249989,16.545374196152125,16,16,0.023531488838447946,0.01935947964440329,0.021582600151832502,2616.095625,2616.095625
48,Paid Search,650.96,818.5,715.8533333333334,Acquisition,95519.6,4733128.0,248160.0,0.052430443461491005,0.38491134751773054,20.181072643714685,14,14,0.006814936410956495,0.008568921980410303,0.007494308323457524,6822.828571428572,6822.828571428572
