date,campaign_id,channel,objective,impressions,clicks,spend,currency,ctr,cpc,cpm
2021-11-21,1,Paid Search,Cross-sell,50099,2503,1107.88,AED,0.04996107706740654,0.4426208549740312,22.113814646998943
2021-11-22,1,Paid Search,Cross-sell,55311,2920,911.95,AED,0.052792392110068524,0.31231164383561644,16.48767876190993
2021-11-23,1,Paid Search,Cross-sell,26452,1156,859.82,AED,0.043701799485861184,0.7437889273356402,32.50491456222592
2021-11-24,1,Paid Search,Cross-sell,77570,2923,1099.76,AED,0.037682093592883846,0.3762435853575094,14.177645997163852
2021-11-25,1,Paid Search,Cross-sell,52468,2132,830.22,AED,0.040634291377601585,0.3894090056285178,15.823358999771289
2021-11-26,1,Paid Search,Cross-sell,34472,1431,1023.8,AED,0.04151195172893943,0.7154437456324249,29.69946623346484
2021-10-24,2,Email,Retention,4418,251,141.82,AED,0.0568130375735627,0.565019920318725,32.10049796287913
2021-10-25,2,Email,Retention,8543,438,120.92,AED,0.05127004565141051,0.2760730593607306,14.154278356549222
2021-10-26,2,Email,Retention,4271,311,128.51,AED,0.07281667056895341,0.41321543408360123,30.088972137672673
2021-10-27,2,Email,Retention,7019,288,135.26,AED,0.04103148596666192,0.46965277777777775,19.270551360592673
2021-10-28,2,Email,Retention,11605,544,130.4,AED,0.046876346402412755,0.23970588235294119,11.236535975872469
2021-10-29,2,Email,Retention,5992,390,131.89,AED,0.065086782376502,0.33817948717948715,22.011014686248327
2021-10-30,2,Email,Retention,8045,632,143.35,AED,0.07855811062771909,0.22681962025316454,17.818520820385334
2021-10-31,2,Email,Retention,6134,195,96.26,AED,0.03179002282360613,0.4936410256410257,15.692859471796547
2021-11-01,2,Email,Retention,5504,303,134.62,AED,0.055050872093023256,0.4442904290429043,24.458575581395348
2021-11-02,2,Email,Retention,11018,600,131.26,AED,0.054456344164095116,0.21876666666666666,11.913232891631873
2021-11-03,2,Email,Retention,4081,171,141.27,AED,0.04190149473168341,0.8261403508771931,34.61651555991179
2021-11-04,2,Email,Retention,10982,729,158.33,AED,0.06638135130213076,0.21718792866941017,14.417228191586233
2021-11-05,2,Email,Retention,8388,516,150.4,AED,0.06151645207439199,0.29147286821705426,17.93037672865999
2021-11-06,2,Email,Retention,14088,1011,147.05,AED,0.07176320272572402,0.1454500494559842,10.437961385576378
2021-11-07,2,Email,Retention,10777,423,179.56,AED,0.03925025517305373,0.4244917257683215,16.661408555256564
2021-11-08,2,Email,Retention,5217,160,137.18,AED,0.030668966839179607,0.857375,26.294805443741613
2021-11-09,2,Email,Retention,5724,236,124.95,AED,0.04122990915443746,0.5294491525423729,21.829140461215935
2021-11-10,2,Email,Retention,4262,210,113.62,AED,0.04927264195213515,0.5410476190476191,26.65884561238855
2021-11-11,2,Email,Retention,4348,160,144.76,AED,0.03679852805887764,0.9047499999999999,33.293468261269545
2021-11-12,2,Email,Retention,3618,267,119.28,AED,0.07379767827529021,0.4467415730337079,32.96849087893864
2021-11-13,2,Email,Retention,8595,541,128.63,AED,0.06294357184409541,0.2377634011090573,14.965677719604422
2021-11-14,2,Email,Retention,6267,263,139.77,AED,0.04196585288016595,0.5314448669201521,22.302537099090475
2021-11-15,2,Email,Retention,15376,1151,161.66,AED,0.07485691987513007,0.14045178105994788,10.51378772112383
2021-11-16,2,Email,Retention,8186,388,140.43,AED,0.04739799657952602,0.3619329896907217,17.154898607378453
2021-11-17,2,Email,Retention,5471,409,151.01,AED,0.07475781392798392,0.36921760391198044,27.6019009321879
2021-11-18,2,Email,Retention,5535,189,140.23,AED,0.03414634146341464,0.7419576719576719,25.335140018066845
2021-11-19,2,Email,Retention,11499,861,142.18,AED,0.07487607618053743,0.16513356562137052,12.364553439429516
2021-11-20,2,Email,Retention,17341,659,141.1,AED,0.03800242200565135,0.2141122913505311,8.136785652499855
2021-11-21,2,Email,Retention,5288,341,120.67,AED,0.0644856278366112,0.3538709677419355,22.819591527987896
2021-11-22,2,Email,Retention,4076,170,111.0,AED,0.04170755642787046,0.6529411764705882,27.232580961727184
2021-11-23,2,Email,Retention,8844,595,148.47,AED,0.06727725011307101,0.2495294117647059,16.787652645861602
2021-11-24,2,Email,Retention,6006,350,154.69,AED,0.05827505827505827,0.44197142857142857,25.755910755910755
2021-11-25,2,Email,Retention,13631,659,143.53,AED,0.048345682635169834,0.21779969650986344,10.529675005502163
2021-11-26,2,Email,Retention,3417,169,117.12,AED,0.04945858940591162,0.69301775147929,34.2756804214223
2021-11-27,2,Email,Retention,3697,227,118.62,AED,0.06140113605626183,0.5225550660792951,32.085474709223696
2021-11-28,2,Email,Retention,5743,313,135.42,AED,0.054501131812641476,0.43265175718849835,23.580010447501305
2021-11-29,2,Email,Retention,12403,820,164.62,AED,0.066113037168427,0.20075609756097562,13.272595339837135
2021-11-30,2,Email,Retention,3397,263,113.45,AED,0.07742125404768914,0.43136882129277565,33.3971151015602
2021-12-01,2,Email,Retention,4432,214,144.94,AED,0.04828519855595668,0.6772897196261682,32.70306859205776
2021-12-02,2,Email,Retention,4255,309,144.75,AED,0.07262044653349001,0.4684466019417476,34.01880141010576
2021-12-03,2,Email,Retention,8381,412,133.68,AED,0.049158811597661375,0.32446601941747577,15.950363918386827
2021-12-04,2,Email,Retention,10026,579,126.1,AED,0.05774985038898863,0.21778929188255614,12.577299022541393
2021-12-05,2,Email,Retention,4583,296,152.52,AED,0.06458651538293694,0.5152702702702703,33.27951123718089
2021-12-06,2,Email,Retention,4764,378,117.24,AED,0.07934508816120907,0.31015873015873013,24.609571788413096
2021-12-07,2,Email,Retention,11735,656,138.27,AED,0.05590115040477205,0.21077743902439025,11.782701320835109
2021-12-08,2,Email,Retention,5309,345,142.41,AED,0.06498398945187418,0.41278260869565214,26.824260689395366
2021-12-09,2,Email,Retention,8275,369,146.53,AED,0.04459214501510574,0.39710027100271,17.707552870090634
2021-12-10,2,Email,Retention,4635,350,145.6,AED,0.07551240560949299,0.416,31.413160733549084
2021-12-11,2,Email,Retention,6675,367,145.57,AED,0.0549812734082397,0.3966485013623978,21.80823970037453
2021-12-12,2,Email,Retention,5443,379,146.73,AED,0.06963071835384899,0.3871503957783641,26.957560169024433
2021-12-13,2,Email,Retention,4938,231,158.18,AED,0.04678007290400972,0.6847619047619048,32.03321182665047
2021-12-14,2,Email,Retention,5060,160,119.49,AED,0.03162055335968379,0.7468125,23.61462450592885
2021-12-15,2,Email,Retention,6337,362,130.36,AED,0.05712482247120088,0.3601104972375691,20.57124822471201
2021-12-16,2,Email,Retention,16894,538,149.07,AED,0.031845625665916893,0.27708178438661707,8.823842784420505
2021-12-17,2,Email,Retention,3391,162,102.46,AED,0.047773518136243,0.6324691358024691,30.21527572987319
2021-12-18,2,Email,Retention,4739,193,136.46,AED,0.04072589153829922,0.7070466321243524,28.795104452416123
2021-12-19,2,Email,Retention,4565,156,113.31,AED,0.03417305585980285,0.7263461538461539,24.82146768893757
2021-12-20,2,Email,Retention,6021,372,136.08,AED,0.06178375685102142,0.36580645161290326,22.60089686098655
2021-12-21,2,Email,Retention,4417,348,121.95,AED,0.07878650667874122,0.35043103448275864,27.60923703871406
2021-12-22,2,Email,Retention,3193,139,94.1,AED,0.043532727842154714,0.676978417266187,29.47071719386157
2021-12-23,2,Email,Retention,6998,237,138.94,AED,0.033866819091168905,0.5862447257383966,19.854244069734207
2021-12-24,2,Email,Retention,7635,295,145.39,AED,0.038637851997380485,0.4928474576271186,19.04256712508186
2023-10-08,3,Email,Reactivation,16654,707,203.58,AED,0.04245226372042753,0.287949080622348,12.224090308634562
2023-10-09,3,Email,Reactivation,8824,388,227.89,AED,0.04397098821396192,0.5873453608247422,25.826155938349952
2023-10-10,3,Email,Reactivation,5657,378,191.13,AED,0.06681986918861588,0.5056349206349207,33.786459254021565
2023-10-11,3,Email,Reactivation,12289,520,237.54,AED,0.04231426478964928,0.4568076923076923,19.329481650256326
2023-10-12,3,Email,Reactivation,11815,802,208.08,AED,0.06787981379602201,0.25945137157107234,17.611510791366907
2023-10-13,3,Email,Reactivation,9238,322,192.18,AED,0.03485602944360251,0.596832298136646,20.803204156743885
2023-10-14,3,Email,Reactivation,9453,507,201.12,AED,0.0536337670580768,0.3966863905325444,21.27578546493177
2023-10-15,3,Email,Reactivation,9240,561,173.35,AED,0.060714285714285714,0.3090017825311943,18.76082251082251
2023-10-16,3,Email,Reactivation,5824,187,146.46,AED,0.03210851648351648,0.7832085561497326,25.147664835164836
2023-10-17,3,Email,Reactivation,10152,739,219.13,AED,0.07279353821907013,0.2965223274695534,21.584909377462566
2023-10-18,3,Email,Reactivation,5482,209,141.37,AED,0.03812477198102882,0.6764114832535886,25.78803356439256
2023-10-19,3,Email,Reactivation,21290,1262,185.56,AED,0.05927665570690465,0.1470364500792393,8.715829027712543
2023-10-20,3,Email,Reactivation,4911,288,163.96,AED,0.05864386072083079,0.5693055555555556,33.386275707595196
2023-10-21,3,Email,Reactivation,10948,627,223.05,AED,0.05727073438070881,0.3557416267942584,20.373584216295214
2023-10-22,3,Email,Reactivation,4390,216,146.73,AED,0.04920273348519362,0.6793055555555555,33.42369020501139
2023-10-23,3,Email,Reactivation,18924,869,187.77,AED,0.04592052420207144,0.21607594936708863,9.922320862396957
2023-10-24,3,Email,Reactivation,5301,165,163.35,AED,0.0311262026032824,0.99,30.814940577249573
2023-10-25,3,Email,Reactivation,14677,951,164.25,AED,0.06479525788648906,0.17271293375394323,11.190979082918853
2023-10-26,3,Email,Reactivation,8131,600,203.14,AED,0.07379166154224573,0.3385666666666666,24.98339687615299
2023-10-27,3,Email,Reactivation,12945,503,202.15,AED,0.03885670142912322,0.4018886679920477,15.616067979915025
2023-10-28,3,Email,Reactivation,6976,490,197.2,AED,0.0702408256880734,0.40244897959183673,28.26834862385321
2023-10-29,3,Email,Reactivation,9954,685,179.62,AED,0.06881655615832831,0.2622189781021898,18.045007032348806
2023-10-30,3,Email,Reactivation,10658,815,183.35,AED,0.07646838055920435,0.22496932515337423,17.203039969975602
2023-10-31,3,Email,Reactivation,6164,417,174.3,AED,0.06765087605451006,0.4179856115107914,28.277092796885142
2023-11-01,3,Email,Reactivation,19461,1462,209.88,AED,0.07512460819074046,0.14355677154582763,10.784646215507937
2023-11-02,3,Email,Reactivation,12947,968,215.46,AED,0.07476635514018691,0.22258264462809918,16.64169305630648
2023-11-03,3,Email,Reactivation,9765,298,180.75,AED,0.03051715309779826,0.6065436241610739,18.5099846390169
2023-11-04,3,Email,Reactivation,5612,329,188.94,AED,0.05862437633642195,0.5742857142857143,33.667141838916606
2023-11-05,3,Email,Reactivation,7049,369,176.66,AED,0.05234785075897291,0.4787533875338753,25.061710880976026
2023-11-06,3,Email,Reactivation,5848,395,152.99,AED,0.06754445964432285,0.38731645569620254,26.161080711354312
2023-11-07,3,Email,Reactivation,5016,348,147.36,AED,0.06937799043062201,0.423448275862069,29.377990430622013
2023-11-08,3,Email,Reactivation,18824,1081,179.85,AED,0.05742668933276668,0.1663737280296022,9.554292392690183
2023-11-09,3,Email,Reactivation,7827,582,155.93,AED,0.07435799156765044,0.2679209621993127,19.92206464801329
2023-11-10,3,Email,Reactivation,13310,906,157.87,AED,0.06806912096168294,0.1742494481236203,11.861006761833208
2023-11-11,3,Email,Reactivation,6945,243,171.49,AED,0.03498920086393088,0.7057201646090535,24.692584593232542
2023-11-12,3,Email,Reactivation,18746,1332,186.8,AED,0.07105515843379921,0.14024024024024026,9.964792489064335
2023-11-13,3,Email,Reactivation,6150,209,166.48,AED,0.03398373983739837,0.7965550239234449,27.069918699186992
2023-11-14,3,Email,Reactivation,4709,364,141.04,AED,0.07729878955192185,0.3874725274725275,29.951157358250157
2023-11-15,3,Email,Reactivation,4105,277,142.14,AED,0.06747868453105968,0.5131407942238266,34.62606577344701
2023-11-16,3,Email,Reactivation,5546,321,160.76,AED,0.057879552830869097,0.500809968847352,28.986657050126215
2023-11-17,3,Email,Reactivation,8965,675,174.41,AED,0.07529280535415504,0.25838518518518516,19.454545454545453
2023-11-18,3,Email,Reactivation,21629,1155,179.67,AED,0.053400527070137316,0.15555844155844153,8.30690276942993
2023-11-19,3,Email,Reactivation,16079,577,153.08,AED,0.035885316251010636,0.2653032928942808,9.52049256794577
2023-11-20,3,Email,Reactivation,6712,397,188.9,AED,0.05914779499404053,0.47581863979848865,28.143623361144222
2023-11-21,3,Email,Reactivation,4644,226,157.82,AED,0.04866494401378122,0.6983185840707964,33.98363479758829
2023-11-22,3,Email,Reactivation,14164,1107,198.83,AED,0.07815588816718441,0.1796115627822945,14.037701214346232
2023-11-23,3,Email,Reactivation,20333,1596,169.34,AED,0.07849309005065656,0.10610275689223057,8.328333251364777
2023-11-24,3,Email,Reactivation,18637,1075,186.24,AED,0.05768095723560659,0.173246511627907,9.993024628427323
2023-11-25,3,Email,Reactivation,5282,296,180.52,AED,0.05603937902309731,0.6098648648648649,34.17644831503219
2023-11-26,3,Email,Reactivation,10822,664,219.4,AED,0.06135649602661246,0.33042168674698796,20.27351690999815
2023-11-27,3,Email,Reactivation,8668,650,206.11,AED,0.0749884633133364,0.31709230769230773,23.778264882325796
2023-11-28,3,Email,Reactivation,15453,608,239.36,AED,0.0393451109816864,0.3936842105263158,15.48954895489549
2023-11-29,3,Email,Reactivation,7715,367,158.33,AED,0.04756966947504861,0.43141689373297004,20.522359040829556
2023-11-30,3,Email,Reactivation,4653,369,159.66,AED,0.07930367504835589,0.4326829268292683,34.313346228239844
2022-07-25,4,Display,Reactivation,19063,326,511.85,AED,0.017101190788438338,1.5700920245398773,26.85044326706185
2022-07-26,4,Display,Reactivation,21591,232,571.92,AED,0.010745217914871938,2.4651724137931033,26.48881478393775
2022-07-27,4,Display,Reactivation,14027,308,457.24,AED,0.02195765309759749,1.4845454545454546,32.59713409852427
2022-07-28,4,Display,Reactivation,12097,274,401.43,AED,0.022650243862114575,1.46507299270073,33.18426056046954
2022-07-29,4,Display,Reactivation,69198,584,638.07,AED,0.008439550276019538,1.0925856164383563,9.220931240787307
2022-07-30,4,Display,Reactivation,16998,179,589.11,AED,0.010530650664784091,3.291117318435754,34.657606777267915
2022-07-31,4,Display,Reactivation,19355,280,465.33,AED,0.014466546112115732,1.661892857142857,24.041849651252907
2022-08-01,4,Display,Reactivation,25622,324,491.95,AED,0.012645382874092576,1.5183641975308642,19.200296620092107
2022-08-02,4,Display,Reactivation,62327,1414,593.49,AED,0.022686797054246154,0.4197241867043847,9.522197442520898
2022-08-03,4,Display,Reactivation,17416,419,500.95,AED,0.024058337161231052,1.195584725536993,28.763780431786863
2022-08-04,4,Display,Reactivation,16291,198,504.08,AED,0.012153950033760972,2.5458585858585856,30.94223804554662
2022-08-05,4,Display,Reactivation,12452,227,420.39,AED,0.018230003212335366,1.8519383259911895,33.76084163186636
2022-08-06,4,Display,Reactivation,34562,671,489.86,AED,0.01941438574156588,0.7300447093889717,14.17336959666686
2022-08-07,4,Display,Reactivation,34824,676,385.37,AED,0.019411899839191362,0.5700739644970414,11.066218699747301
2022-08-08,4,Display,Reactivation,27053,571,596.49,AED,0.021106716445495877,1.0446409807355517,22.04894096773001
2022-08-09,4,Display,Reactivation,25723,451,589.1,AED,0.01753294716790421,1.3062084257206208,22.90168331843098
2022-08-10,4,Display,Reactivation,15965,237,505.62,AED,0.014844973379267146,2.1334177215189873,31.670529282806136
2022-08-11,4,Display,Reactivation,20326,236,549.01,AED,0.011610744858801534,2.326313559322034,27.010233198858604
2022-08-12,4,Display,Reactivation,51645,425,603.32,AED,0.008229257430535385,1.4195764705882354,11.682060218801434
2022-08-13,4,Display,Reactivation,31199,481,580.02,AED,0.015417160806436103,1.2058627858627857,18.590980480143596
2022-08-14,4,Display,Reactivation,11369,158,368.5,AED,0.013897440408127364,2.3322784810126582,32.412701205031226
2022-08-15,4,Display,Reactivation,32788,609,613.36,AED,0.018573868488471392,1.0071592775041052,18.70684396730511
2022-08-16,4,Display,Reactivation,16178,390,506.12,AED,0.024106811719619235,1.2977435897435898,31.28446037829151
2022-08-17,4,Display,Reactivation,18270,450,372.66,AED,0.024630541871921183,0.8281333333333334,20.39737274220033
2022-08-18,4,Display,Reactivation,23303,316,496.38,AED,0.013560485774363815,1.5708227848101266,21.301120027464275
2022-08-19,4,Display,Reactivation,40067,408,402.61,AED,0.010182943569521052,0.9867892156862745,10.048418898345272
2022-08-20,4,Display,Reactivation,48077,508,550.84,AED,0.01056638309378705,1.0843307086614173,11.457453668074132
2022-08-21,4,Display,Reactivation,40902,567,528.08,AED,0.01386240281648819,0.9313580246913581,12.91086010464036
2022-08-22,4,Display,Reactivation,13348,214,429.99,AED,0.016032364399160923,2.009299065420561,32.21381480371591
2022-08-23,4,Display,Reactivation,32333,281,426.54,AED,0.008690811245476757,1.5179359430604984,13.192094763863546
2022-08-24,4,Display,Reactivation,42861,545,538.4,AED,0.012715522269662397,0.9878899082568807,12.561536128415108
2022-08-25,4,Display,Reactivation,36292,515,492.52,AED,0.014190455196737574,0.9563495145631068,13.571034938829495
2022-08-26,4,Display,Reactivation,19582,386,422.83,AED,0.019711980390154222,1.0954145077720208,21.592789296292512
2022-08-27,4,Display,Reactivation,14183,335,448.02,AED,0.023619826552915463,1.3373731343283581,31.58852146936473
2022-08-28,4,Display,Reactivation,53540,680,516.62,AED,0.01270078446021666,0.7597352941176471,9.649234217407546
2022-08-29,4,Display,Reactivation,42109,486,546.67,AED,0.011541475694032155,1.1248353909465019,12.982260324396208
2022-08-30,4,Display,Reactivation,30963,502,557.43,AED,0.016212899266866906,1.110418326693227,18.0031004747602
2022-08-31,4,Display,Reactivation,18878,390,386.79,AED,0.02065896811102871,0.9917692307692308,20.488928911961015
2022-09-01,4,Display,Reactivation,67091,824,603.18,AED,0.012281826176387295,0.732014563106796,8.990475622661757
2022-09-02,4,Display,Reactivation,24929,424,543.84,AED,0.01700830358217337,1.2826415094339623,21.815556179549922
2022-09-03,4,Display,Reactivation,48094,750,523.92,AED,0.015594460847506965,0.69856,10.893666569634464
2022-09-04,4,Display,Reactivation,24882,358,379.94,AED,0.014387910939635078,1.0612849162011173,15.269672855879753
2022-09-05,4,Display,Reactivation,60388,813,515.83,AED,0.013462939656885473,0.6344772447724478,8.54192886003842
2022-09-06,4,Display,Reactivation,40237,931,452.01,AED,0.02313790789571787,0.48551020408163265,11.233690384472004
2022-09-07,4,Display,Reactivation,17453,341,419.35,AED,0.019538188277087035,1.2297653958944281,24.027387841631814
2022-09-08,4,Display,Reactivation,48320,827,499.96,AED,0.01711506622516556,0.604546553808948,10.346854304635762
2022-09-09,4,Display,Reactivation,25652,530,611.67,AED,0.02066115702479339,1.1540943396226415,23.844924372368624
2022-09-10,4,Display,Reactivation,26987,382,422.68,AED,0.0141549635009449,1.1064921465968587,15.662355949160707
2022-09-11,4,Display,Reactivation,19114,338,486.26,AED,0.01768337344354923,1.4386390532544377,25.439991629172333
2022-09-12,4,Display,Reactivation,36801,390,395.55,AED,0.010597538110377435,1.0142307692307693,10.748349229640498
2022-09-13,4,Display,Reactivation,37075,397,542.82,AED,0.010708024275118005,1.3673047858942067,14.64113283884019
2022-09-14,4,Display,Reactivation,35965,836,456.08,AED,0.02324482135409426,0.5455502392344498,12.681217850688169
2022-09-15,4,Display,Reactivation,42855,724,435.68,AED,0.016894178042235444,0.601767955801105,10.166374985415937
2022-09-16,4,Display,Reactivation,47243,697,520.86,AED,0.014753508456279237,0.7472883787661406,11.025125415405457
2022-09-17,4,Display,Reactivation,14536,330,496.78,AED,0.022702256466703357,1.5053939393939393,34.1758392955421
2022-09-18,4,Display,Reactivation,36249,702,457.25,AED,0.019366051477282133,0.6513532763532763,12.614141079753924
2022-09-19,4,Display,Reactivation,16839,294,557.27,AED,0.0174594690896134,1.8954761904761903,33.0940079577172
2022-09-20,4,Display,Reactivation,13038,145,375.21,AED,0.011121337628470625,2.587655172413793,28.778186838472156
2022-09-21,4,Display,Reactivation,32339,492,541.35,AED,0.015213828504282755,1.1003048780487805,16.739849717059897
2022-09-22,4,Display,Reactivation,34083,626,378.35,AED,0.018366927793914856,0.6043929712460064,11.100842062025057
2022-09-23,4,Display,Reactivation,31923,570,504.17,AED,0.01785546471196316,0.8845087719298246,15.793315164614855
2022-09-24,4,Display,Reactivation,22144,196,495.59,AED,0.008851156069364163,2.5285204081632653,22.380328757225435
2022-09-25,4,Display,Reactivation,23971,246,409.63,AED,0.010262400400483918,1.6651626016260161,17.088565349797673
2022-09-26,4,Display,Reactivation,38729,758,576.11,AED,0.019571897028066824,0.7600395778364116,14.875416354669628
2022-09-27,4,Display,Reactivation,16028,290,457.24,AED,0.018093336660843524,1.5766896551724139,28.52757674070377
2022-09-28,4,Display,Reactivation,18082,430,314.98,AED,0.02378055524831324,0.7325116279069768,17.419533237473733
2022-09-29,4,Display,Reactivation,14484,353,440.72,AED,0.024371720519193594,1.2484985835694051,30.428058547362607
2022-09-30,4,Display,Reactivation,15851,175,528.42,AED,0.011040312914011734,3.019542857142857,33.33669800012618
2022-10-01,4,Display,Reactivation,46471,957,455.21,AED,0.020593488412127995,0.4756635318704284,9.795571431645541
2022-10-02,4,Display,Reactivation,49961,1075,588.24,AED,0.021516783090810832,0.5472,11.773983707291688
2022-10-03,4,Display,Reactivation,38653,416,519.66,AED,0.010762424650091843,1.2491826923076923,13.4442346001604
2022-10-04,4,Display,Reactivation,20422,344,530.17,AED,0.016844579375183626,1.5411918604651162,25.960728625991578
2022-10-05,4,Display,Reactivation,26511,607,468.95,AED,0.02289615631247407,0.7725700164744645,17.688883859530005
2022-10-06,4,Display,Reactivation,29750,428,590.75,AED,0.01438655462184874,1.3802570093457944,19.857142857142858
2022-10-07,4,Display,Reactivation,22931,300,469.92,AED,0.013082726440190135,1.5664,20.492782695913828
2022-07-09,5,Social,Acquisition,59113,2777,843.53,AED,0.04697782213726253,0.30375585163845875,14.269788371424221
2022-07-10,5,Social,Acquisition,57322,2081,1052.74,AED,0.036303687938313386,0.5058817876021143,18.365374550783294
2022-07-11,5,Social,Acquisition,78067,3762,870.94,AED,0.04818937579258842,0.23150983519404572,11.156314447846082
2022-07-12,5,Social,Acquisition,37617,1130,938.48,AED,0.030039609750910492,0.8305132743362832,24.948294654012816
2022-07-13,5,Social,Acquisition,35725,1286,883.92,AED,0.03599720083974808,0.6873405909797823,24.742337298810355
2022-07-14,5,Social,Acquisition,24546,1071,788.81,AED,0.04363236372525055,0.7365172735760971,32.135989570602135
2022-07-15,5,Social,Acquisition,53248,2253,783.25,AED,0.042311448317307696,0.34764758100310694,14.70947265625
2022-07-16,5,Social,Acquisition,82419,3057,733.98,AED,0.03709096203545299,0.24009813542688913,8.905470825901796
2022-07-17,5,Social,Acquisition,52311,2335,901.65,AED,0.04463688325591176,0.3861456102783726,17.236336525778515
2022-07-18,5,Social,Acquisition,80395,3649,883.31,AED,0.04538839480067168,0.24206906001644285,10.987126065053795
2022-07-19,5,Social,Acquisition,27336,669,807.16,AED,0.024473222124670763,1.2065171898355755,29.5273631840796
2022-07-20,5,Social,Acquisition,50579,2107,717.71,AED,0.04165760493485439,0.3406312292358804,14.189881175982128
2022-07-21,5,Social,Acquisition,35566,1290,950.94,AED,0.036270595512568185,0.7371627906976744,26.73733340831131
2022-07-22,5,Social,Acquisition,68403,2077,1012.27,AED,0.030364165314386796,0.4873712084737602,14.798619943569726
2022-07-23,5,Social,Acquisition,30124,1458,616.77,AED,0.04839994688620369,0.4230246913580247,20.474372593281107
2022-07-24,5,Social,Acquisition,84838,3188,1029.98,AED,0.0375775006482944,0.32308030112923464,12.140550225134962
2022-07-25,5,Social,Acquisition,135448,6252,1149.82,AED,0.04615793514854409,0.18391234804862444,8.489014234244877
2022-07-26,5,Social,Acquisition,25854,955,857.51,AED,0.03693819138237797,0.8979162303664922,33.167401562620874
2022-07-27,5,Social,Acquisition,33286,818,901.9,AED,0.024574896352821007,1.1025672371638142,27.095475575316947
2022-07-28,5,Social,Acquisition,36904,1409,869.46,AED,0.03818014307392153,0.6170759403832505,23.560047691307176
2022-07-29,5,Social,Acquisition,31366,1498,1042.24,AED,0.04775871963272333,0.6957543391188251,33.22833641522668
2022-07-30,5,Social,Acquisition,38502,900,776.7,AED,0.02337540906965872,0.8630000000000001,20.172978027115473
2022-07-31,5,Social,Acquisition,35395,1131,848.24,AED,0.0319536657720017,0.7499911582670203,23.964966803220793
2022-08-01,5,Social,Acquisition,103315,3105,979.28,AED,0.030053719208246624,0.3153880837359098,9.478584910226008
