customer_id,signup_date,country,age,gender,loyalty_tier,acquisition_channel,converted
74,2021-05-23,IN,24,Male,Bronze,Paid Search,True
75,2023-01-22,US,32,Female,Bronze,Referral,True
76,2022-06-05,AU,42,Female,Gold,Social,False
77,2021-12-28,IN,30,Female,Bronze,Social,True
78,2021-09-06,IN,28,Male,Bronze,Social,False
79,2022-09-11,IN,18,Male,Bronze,Email,True
80,2023-01-04,US,19,Male,Bronze,Social,True
81,2023-10-27,DE,57,Male,Bronze,Paid Search,True
82,2022-04-24,DE,26,Male,Gold,Organic,True
83,2021-06-25,US,28,Female,Bronze,Referral,False
84,2023-07-01,US,46,Female,Bronze,Organic,True
85,2022-11-21,IN,25,Male,Silver,Social,False
86,2023-02-06,IN,30,Female,Silver,Social,True
87,2021-04-17,AU,44,Other,Bronze,Organic,True
88,2021-12-09,IN,36,Male,Gold,Organic,True
89,2023-04-21,BR,21,Male,Bronze,Referral,False
90,2023-07-01,US,29,Male,Bronze,Email,False
91,2022-04-22,UK,44,Female,Bronze,Paid Search,False
92,2023-06-01,US,32,Female,Bronze,Email,False
93,2023-07-11,AU,35,Male,Silver,Organic,True
94,2022-03-01,UK,35,Male,Bronze,Social,False
95,2023-09-11,DE,47,Male,Platinum,Organic,True
96,2021-11-12,US,26,Male,Bronze,Email,False
97,2021-09-20,IN,19,Male,Silver,Organic,False
98,2023-01-18,UK,44,Female,Bronze,Paid Search,False
99,2022-11-29,US,21,Male,Bronze,Paid Search,True
100,2021-06-03,CA,21,Female,Bronze,Social,True
101,2023-07-01,IN,44,Male,Platinum,Organic,True
102,2021-08-07,UK,31,Male,Bronze,Referral,True
103,2023-06-01,IN,36,Male,Silver,Social,False
104,2021-01-09,DE,18,Female,Bronze,Organic,True
105,2023-05-23,US,41,Male,Silver,Social,False
106,2023-05-12,IN,25,Male,Silver,Paid Search,True
107,2023-05-05,BR,45,Male,Bronze,Organic,False
108,2022-12-30,US,34,Male,Bronze,Paid Search,True
109,2022-06-01,BR,43,Male,Bronze,Organic,False
110,2023-02-12,BR,39,Other,Bronze,Paid Search,True
111,2021-10-31,US,33,Female,Bronze,Paid Search,True
112,2023-05-05,US,29,Male,Silver,Social,True
113,2022-09-01,CA,27,Female,Bronze,Organic,True
114,2022-05-18,AU,46,Male,Bronze,Organic,False
115,2022-07-08,US,18,Female,Bronze,Organic,True
116,2022-09-15,BR,21,Male,Bronze,Referral,False
117,2021-02-10,US,32,Male,Silver,Organic,False
118,2021-06-03,IN,18,Female,Platinum,Social,True
119,2021-09-26,BR,31,Female,Bronze,Referral,True
120,2021-05-06,US,35,Female,Bronze,Paid Search,True
121,2022-04-27,CA,44,Female,Bronze,Email,True
122,2023-01-02,US,49,Female,Bronze,Referral,True
123,2022-12-18,IN,19,Male,Bronze,Organic,True
124,2022-05-31,AU,36,Male,Gold,Email,True
125,2023-07-26,US,44,Female,Bronze,Organic,True
126,2022-09-11,DE,39,Female,Bronze,Organic,True
127,2021-03-28,BR,40,Female,Silver,Organic,True
128,2023-04-18,CA,30,Female,Gold,Organic,True
129,2022-09-22,AU,31,Male,Bronze,Paid Search,True
130,2022-11-27,AU,27,Female,Bronze,Organic,False
131,2022-09-12,US,39,Female,Silver,Organic,False
132,2022-08-30,UK,47,Female,Silver,Paid Search,True
133,2021-04-10,IN,40,Male,Silver,Organic,True
134,2022-09-05,DE,25,Male,Bronze,Organic,True
135,2023-05-21,CA,26,Female,Silver,Organic,True
136,2021-11-29,US,23,Male,Bronze,Organic,True
137,2022-10-23,CA,23,Female,Bronze,Organic,False
138,2021-02-03,IN,36,Male,Bronze,Organic,True
139,2022-01-16,DE,23,Female,Gold,Referral,True
140,2022-04-24,IN,28,Male,Platinum,Paid Search,False
141,2023-12-13,US,44,Female,Silver,Paid Search,True
142,2021-08-23,DE,31,Male,Silver,Paid Search,True
143,2021-10-30,IN,32,Female,Gold,Organic,False
144,2022-03-24,BR,34,Male,Bronze,Referral,True
145,2023-12-23,CA,39,Female,Silver,Social,True
146,2023-07-24,BR,31,Male,Silver,Email,True
147,2021-02-07,CA,18,Female,Bronze,Referral,False
148,2021-09-14,BR,34,Female,Silver,Referral,False
149,2023-06-19,US,29,Male,Silver,Organic,True
150,2021-03-05,UK,52,Female,Bronze,Paid Search,False
151,2023-07-26,US,22,Male,Bronze,Email,False
152,2021-11-05,IN,41,Male,Bronze,Email,True
153,2023-10-02,BR,32,Female,Bronze,Social,True
154,2021-11-18,DE,59,Female,Gold,Email,True
155,2022-04-21,UK,40,Female,Silver,Referral,False
156,2022-12-26,DE,51,Other,Bronze,Paid Search,False
157,2021-05-19,US,18,Female,Silver,Email,False
158,2022-09-02,AU,33,Male,Bronze,Organic,False
159,2022-07-07,US,28,Female,Gold,Paid Search,True
160,2023-05-09,US,43,Other,Bronze,Organic,True
161,2023-12-27,US,39,Female,Bronze,Referral,True
162,2022-12-29,AU,41,Female,Silver,Paid Search,True
163,2022-03-25,IN,35,Female,Platinum,Paid Search,False
164,2022-03-21,IN,44,Female,Silver,Social,True
165,2022-04-03,IN,35,Other,Bronze,Organic,True
166,2023-06-11,US,29,Male,Silver,Organic,True
167,2021-12-18,US,36,Male,Silver,Organic,True
168,2021-07-02,US,47,Female,Bronze,Paid Search,True
169,2022-01-02,IN,40,Female,Bronze,Organic,True
170,2021-01-25,US,39,Female,Silver,Organic,False
171,2021-04-27,IN,41,Female,Bronze,Paid Search,False
172,2021-04-09,IN,37,Male,Silver,Paid Search,False
173,2023-04-25,IN,31,Male,Bronze,Paid Search,True
174,2023-03-02,BR,36,Female,Bronze,Organic,False
175,2023-02-02,US,18,Male,Silver,Organic,True
176,2022-05-21,IN,18,Female,Platinum,Referral,True
177,2023-02-25,US,42,Male,Bronze,Organic,True
178,2021-06-26,BR,24,Female,Bronze,Paid Search,True
179,2023-09-14,BR,23,Other,Silver,Organic,True
180,2022-07-03,US,37,Female,Bronze,Organic,False
181,2023-10-25,US,33,Female,Bronze,Social,True
182,2021-06-16,US,37,Female,Bronze,Organic,True
183,2022-06-29,US,24,Female,Bronze,Social,False
184,2023-02-02,US,39,Male,Bronze,Email,False
185,2022-06-27,US,30,Male,Bronze,Paid Search,False
186,2022-05-04,US,47,Female,Bronze,Referral,True
187,2021-07-02,US,30,Female,Bronze,Paid Search,True
188,2022-02-22,IN,39,Male,Bronze,Referral,False
189,2021-09-19,US,27,Male,Silver,Organic,False
190,2021-11-27,IN,54,Female,Bronze,Organic,False
191,2023-01-19,BR,33,Female,Bronze,Organic,False
192,2022-11-22,IN,38,Male,Bronze,Social,True
193,2022-10-27,US,43,Female,Bronze,Email,False
194,2022-02-01,BR,32,Male,Bronze,Referral,True
195,2023-11-17,US,58,Female,Bronze,Paid Search,False
196,2021-04-06,US,44,Female,Bronze,Organic,True
197,2022-01-11,UK,21,Male,Bronze,Email,True
198,2021-05-10,US,39,Male,Gold,Email,True
199,2022-01-07,IN,42,Male,Bronze,Organic,True
200,2023-11-20,CA,42,Male,Bronze,Paid Search,False
201,2022-02-06,UK,24,Male,Silver,Paid Search,False
202,2023-09-22,CA,32,Female,Bronze,Social,False
203,2022-06-27,US,44,Female,Bronze,Paid Search,False
204,2023-02-06,US,29,Female,Bronze,Email,False
205,2022-05-16,IN,25,Female,Bronze,Referral,False
206,2021-10-19,IN,26,Male,Bronze,Paid Search,False
207,2023-04-17,DE,28,Female,Bronze,Paid Search,True
208,2023-11-28,DE,18,Male,Bronze,Social,False
209,2021-10-16,US,25,Male,Platinum,Paid Search,True
210,2023-05-03,BR,38,Male,Bronze,Email,True
211,2021-10-13,US,46,Male,Bronze,Paid Search,False
212,2023-02-24,AU,31,Female,Bronze,Paid Search,False
213,2023-05-14,US,36,Male,Bronze,Organic,False
214,2022-05-08,DE,34,Female,Bronze,Paid Search,True
215,2023-03-18,UK,32,Female,Gold,Paid Search,False
216,2021-10-26,UK,23,Female,Bronze,Paid Search,False
217,2021-03-28,CA,22,Female,Bronze,Organic,True
218,2021-04-16,UK,47,Female,Silver,Organic,True
219,2022-05-05,UK,34,Female,Bronze,Social,True
220,2023-09-16,BR,41,Female,Silver,Paid Search,True
221,2021-05-20,US,35,Male,Bronze,Paid Search,False
222,2022-05-15,IN,48,Female,Platinum,Paid Search,True
223,2023-02-10,DE,22,Female,Bronze,Organic,False
224,2021-08-10,US,32,Male,Gold,Organic,True
225,2023-03-02,US,30,Female,Bronze,Referral,True
226,2021-12-02,US,27,Female,Bronze,Social,True
227,2023-06-05,US,18,Male,Silver,Organic,True
228,2022-09-27,DE,35,Female,Bronze,Organic,True
229,2022-08-22,UK,40,Female,Gold,Paid Search,False
230,2021-07-13,US,49,Male,Bronze,Email,False
231,2022-05-23,IN,31,Male,Bronze,Organic,False
232,2023-07-27,US,23,Male,Silver,Social,False
233,2021-01-22,AU,24,Male,Gold,Paid Search,True
234,2023-04-11,DE,27,Male,Silver,Email,False
235,2022-06-24,US,36,Female,Silver,Paid Search,False
236,2023-02-27,US,25,Male,Silver,Paid Search,True
237,2022-12-28,BR,35,Female,Bronze,Social,True
238,2022-04-19,UK,23,Male,Platinum,Social,True
239,2021-12-04,IN,33,Female,Silver,Email,True
240,2022-11-18,UK,55,Other,Bronze,Social,True
241,2021-06-03,IN,37,Female,Bronze,Social,True
242,2022-10-02,BR,25,Female,Bronze,Email,True
243,2021-04-14,BR,62,Male,Bronze,Social,False
244,2022-12-13,US,45,Female,Bronze,Organic,False
245,2022-11-20,DE,41,Female,Bronze,Email,True
246,2021-04-03,BR,32,Male,Bronze,Paid Search,False
247,2023-04-10,US,42,Female,Bronze,Social,False
248,2022-04-01,BR,42,Male,Silver,Paid Search,True
249,2023-05-12,IN,25,Male,Silver,Referral,True
250,2021-02-15,US,45,Other,Bronze,Organic,False
251,2021-07-16,AU,43,Other,Bronze,Paid Search,False
252,2022-06-25,DE,34,Female,Silver,Organic,True
253,2021-07-26,US,29,Male,Bronze,Organic,False
254,2021-12-28,IN,48,Female,Bronze,Paid Search,True
255,2022-12-25,UK,31,Female,Gold,Organic,True
256,2021-06-08,DE,35,Other,Bronze,Email,True
257,2023-01-13,US,24,Male,Bronze,Paid Search,True
258,2021-04-24,UK,24,Male,Bronze,Email,True
259,2021-07-11,BR,53,Male,Bronze,Paid Search,False
260,2022-10-06,CA,49,Male,Silver,Paid Search,True
261,2023-05-19,US,46,Female,Bronze,Organic,False
262,2021-07-06,AU,38,Female,Silver,Email,True
263,2021-11-25,US,21,Male,Silver,Social,False
264,2023-10-11,CA,39,Male,Bronze,Paid Search,False
265,2023-12-20,US,39,Male,Bronze,Paid Search,True
266,2022-09-29,AU,34,Female,Bronze,Paid Search,False
267,2022-05-05,BR,41,Female,Bronze,Referral,True
268,2022-01-15,BR,54,Male,Silver,Organic,True
269,2022-11-02,US,29,Female,Bronze,Paid Search,False
270,2022-10-10,CA,38,Male,Gold,Referral,True
271,2021-11-19,US,24,Male,Silver,Organic,True
272,2021-01-25,IN,40,Female,Bronze,Email,False
273,2021-06-15,BR,32,Male,Platinum,Organic,True
274,2023-11-16,DE,36,Female,Bronze,Paid Search,True
275,2022-04-03,UK,27,Male,Bronze,Organic,True
276,2022-06-13,US,28,Male,Bronze,Organic,False
277,2022-05-27,IN,18,Male,Silver,Social,True
278,2023-05-08,US,35,Male,Silver,Social,True
279,2021-03-13,US,31,Male,Bronze,Paid Search,True
280,2021-04-01,AU,36,Male,Bronze,Organic,False
281,2021-10-30,UK,34,Female,Bronze,Paid Search,True
282,2022-06-17,US,41,Male,Bronze,Organic,True
283,2023-01-05,IN,52,Female,Silver,Paid Search,False
284,2022-06-22,US,26,Female,Bronze,Organic,True
285,2022-04-29,US,42,Female,Bronze,Referral,False
286,2023-10-24,CA,25,Male,Bronze,Paid Search,True
287,2021-06-26,US,30,Female,Bronze,Paid Search,False
288,2022-09-19,US,33,Male,Silver,Email,False
289,2022-08-17,US,42,Female,Silver,Organic,True
290,2022-06-03,DE,22,Female,Bronze,Organic,True
291,2023-06-04,US,21,Male,Silver,Paid Search,True
292,2021-10-20,US,35,Female,Gold,Referral,True
293,2023-11-11,BR,18,Male,Silver,Organic,False
294,2021-12-30,UK,44,Other,Bronze,Paid Search,False
295,2022-08-20,US,41,Female,Silver,Social,True
296,2022-07-25,BR,34,Male,Gold,Organic,False
297,2023-07-20,IN,41,Male,Gold,Organic,False
298,2022-04-26,BR,18,Male,Silver,Paid Search,True
299,2021-11-08,US,41,Male,Bronze,Paid Search,False
300,2021-01-24,US,40,Other,Bronze,Organic,True
301,2022-02-03,US,18,Male,Silver,Paid Search,True
302,2023-06-24,IN,35,Female,Bronze,Organic,True
303,2021-01-11,IN,30,Male,Bronze,Organic,False
304,2023-09-09,IN,18,Female,Bronze,Referral,True
305,2022-08-18,IN,32,Male,Bronze,Organic,True
306,2021-06-03,IN,39,Female,Bronze,Paid Search,True
307,2021-11-27,IN,18,Male,Bronze,Email,False
308,2022-08-30,US,40,Male,Silver,Referral,False
309,2021-12-12,UK,46,Female,Bronze,Paid Search,True
310,2021-04-29,BR,21,Male,Bronze,Organic,True
311,2022-12-31,AU,19,Female,Bronze,Organic,False
312,2023-01-07,US,45,Female,Silver,Email,True
313,2021-05-11,IN,30,Male,Bronze,Email,True
314,2021-11-04,US,46,Female,Bronze,Paid Search,True
315,2021-09-25,UK,34,Male,Bronze,Organic,True
316,2022-12-24,IN,21,Male,Bronze,Organic,True
317,2023-03-11,BR,22,Male,Silver,Social,True
318,2023-03-08,AU,55,Female,Silver,Paid Search,True
319,2023-10-25,US,18,Female,Gold,Paid Search,True
320,2023-04-22,IN,30,Female,Silver,Organic,True
321,2021-12-18,IN,26,Female,Bronze,Social,True
322,2021-04-28,UK,18,Female,Silver,Social,True
323,2022-11-05,CA,40,Male,Bronze,Organic,True
324,2023-10-01,US,25,Female,Bronze,Social,False
325,2023-12-04,US,40,Male,Bronze,Paid Search,False
326,2021-09-10,DE,33,Male,Platinum,Organic,True
327,2021-09-16,IN,40,Other,Bronze,Paid Search,True
328,2021-02-10,DE,18,Female,Bronze,Referral,True
329,2021-06-04,US,31,Female,Silver,Paid Search,True
330,2022-08-31,US,44,Other,Bronze,Referral,True
331,2022-08-22,US,29,Female,Bronze,Email,False
332,2022-02-11,CA,31,Male,Bronze,Social,True
333,2021-12-06,IN,22,Female,Platinum,Referral,False
334,2023-06-28,US,32,Female,Bronze,Email,True
335,2022-05-19,US,23,Male,Silver,Email,True
336,2023-06-05,BR,31,Other,Bronze,Referral,False
337,2023-11-21,IN,25,Female,Silver,Paid Search,True
338,2021-12-14,BR,45,Male,Silver,Paid Search,False
339,2021-08-10,AU,44,Female,Bronze,Social,True
340,2023-11-10,US,23,Female,Bronze,Paid Search,True
341,2022-11-27,AU,59,Female,Bronze,Referral,False
342,2021-11-15,IN,37,Female,Silver,Paid Search,True
343,2022-11-12,DE,38,Female,Silver,Paid Search,False
344,2022-07-18,IN,49,Female,Silver,Paid Search,False
345,2023-09-19,UK,39,Male,Silver,Email,True
346,2021-10-08,DE,26,Female,Silver,Referral,False
347,2023-12-22,US,18,Female,Bronze,Organic,False
348,2023-10-22,IN,18,Male,Bronze,Paid Search,True
349,2021-07-17,US,56,Male,Bronze,Organic,True
350,2021-06-30,US,37,Female,Bronze,Paid Search,True
351,2022-08-07,UK,38,Male,Silver,Paid Search,True
352,2021-02-19,DE,41,Female,Bronze,Paid Search,False
353,2021-11-24,US,29,Female,Bronze,Paid Search,False
354,2022-04-22,US,40,Male,Bronze,Organic,False
355,2023-11-28,AU,20,Female,Bronze,Organic,False
356,2023-12-23,IN,36,Female,Silver,Organic,True
357,2021-06-15,DE,43,Female,Bronze,Organic,True
358,2023-09-04,US,25,Male,Bronze,Paid Search,True
359,2021-04-10,UK,64,Female,Bronze,Email,True
360,2023-03-31,CA,21,Female,Bronze,Email,True
361,2023-07-15,US,41,Male,Bronze,Paid Search,True
362,2023-09-03,IN,35,Female,Bronze,Organic,True
363,2021-09-02,US,49,Female,Silver,Paid Search,True
364,2023-09-06,US,32,Male,Silver,Email,True
365,2021-05-07,UK,25,Female,Bronze,Organic,True
366,2022-07-23,UK,44,Male,Silver,Organic,True
367,2022-05-30,UK,27,Female,Platinum,Paid Search,False
368,2021-12-12,IN,43,Female,Bronze,Organic,False
369,2021-01-25,IN,22,Female,Silver,Organic,False
370,2023-04-26,IN,28,Male,Bronze,Paid Search,False
371,2022-01-03,US,25,Male,Silver,Organic,True
372,2022-12-26,US,20,Male,Bronze,Email,True
373,2022-03-26,US,22,Female,Gold,Organic,True
374,2022-02-14,BR,50,Female,Silver,Email,True
375,2023-08-29,US,57,Male,Bronze,Paid Search,False
376,2021-04-14,IN,18,Female,Bronze,Organic,True
377,2023-03-18,IN,48,Female,Bronze,Organic,False
378,2023-03-29,CA,39,Female,Bronze,Organic,False
379,2022-02-21,CA,35,Male,Bronze,Organic,False
380,2021-10-15,DE,20,Male,Platinum,Paid Search,True
381,2021-01-06,US,46,Male,Bronze,Paid Search,True
382,2023-10-23,US,18,Female,Silver,Organic,False
383,2023-11-04,CA,33,Female,Silver,Email,True
384,2021-09-21,BR,27,Male,Silver,Email,True
385,2021-02-04,BR,32,Female,Bronze,Organic,True
386,2021-05-15,BR,49,Female,Silver,Organic,False
387,2021-03-16,IN,18,Male,Bronze,Organic,True
388,2023-06-30,US,21,Male,Bronze,Email,False
389,2023-09-04,DE,31,Female,Bronze,Organic,True
390,2021-06-17,UK,45,Other,Bronze,Paid Search,False
391,2023-03-29,US,41,Male,Silver,Email,False
392,2021-07-16,UK,53,Male,Bronze,Referral,True
393,2022-02-07,AU,37,Female,Bronze,Organic,True
394,2022-10-19,US,38,Male,Bronze,Paid Search,True
395,2023-02-28,IN,28,Male,Silver,Social,True
396,2023-08-16,IN,18,Male,Silver,Social,True
397,2021-02-19,US,51,Female,Bronze,Social,False
398,2021-08-04,CA,38,Male,Bronze,Organic,False
399,2021-11-04,DE,34,Female,Bronze,Paid Search,True
400,2021-12-06,US,26,Male,Bronze,Paid Search,True
401,2023-12-29,BR,51,Male,Bronze,Organic,True
402,2023-05-02,IN,19,Female,Silver,Social,False
403,2021-12-17,UK,23,Male,Bronze,Social,False
404,2023-12-01,DE,30,Male,Bronze,Organic,True
405,2022-07-01,BR,41,Male,Silver,Social,False
406,2022-07-03,US,32,Female,Bronze,Organic,True
407,2022-04-20,UK,42,Male,Silver,Social,False
408,2021-06-07,DE,43,Male,Silver,Paid Search,True
409,2023-10-21,BR,32,Male,Bronze,Paid Search,False
410,2021-01-16,CA,48,Male,Silver,Organic,True
411,2021-07-10,BR,22,Female,Bronze,Email,False
412,2021-09-09,US,30,Female,Bronze,Organic,True
413,2021-11-02,IN,35,Female,Bronze,Referral,True
414,2021-05-25,US,43,Male,Bronze,Email,False
415,2021-01-20,IN,49,Male,Silver,Paid Search,True
416,2023-01-13,CA,28,Female,Silver,Social,False
417,2023-11-28,IN,38,Male,Silver,Email,False
418,2021-05-14,US,25,Male,Gold,Email,False
419,2021-11-21,DE,32,Female,Bronze,Organic,True
420,2022-07-09,US,40,Male,Bronze,Paid Search,True
421,2023-10-13,US,41,Male,Bronze,Organic,False
422,2023-01-31,DE,37,Female,Silver,Email,False
423,2023-04-19,BR,29,Female,Bronze,Referral,True
424,2022-09-29,US,34,Male,Silver,Social,True
425,2022-04-02,UK,30,Male,Gold,Paid Search,True
426,2021-08-07,IN,36,Female,Gold,Email,True
427,2023-08-05,US,30,Male,Bronze,Paid Search,True
428,2023-05-31,IN,28,Female,Silver,Organic,True
429,2021-01-28,US,29,Male,Gold,Referral,True
430,2023-02-23,CA,37,Female,Bronze,Email,False
431,2021-04-03,CA,28,Male,Bronze,Paid Search,False
432,2023-03-21,US,23,Male,Silver,Social,False
433,2023-06-24,US,43,Female,Bronze,Social,True
434,2021-05-24,US,26,Male,Bronze,Email,False
435,2022-04-21,AU,29,Female,Silver,Email,True
436,2021-05-16,BR,28,Female,Bronze,Social,False
437,2022-09-14,BR,34,Female,Bronze,Paid Search,True
438,2023-10-13,IN,38,Male,Bronze,Paid Search,True
439,2021-03-30,CA,30,Female,Bronze,Organic,True
440,2022-03-12,UK,40,Male,Bronze,Paid Search,True
441,2023-12-02,US,31,Male,Bronze,Organic,False
442,2021-11-26,IN,38,Male,Gold,Organic,True
443,2021-05-25,IN,49,Male,Gold,Social,True
444,2022-06-19,IN,30,Female,Bronze,Email,False
445,2022-07-11,US,38,Female,Bronze,Email,True
446,2022-12-27,IN,47,Other,Bronze,Organic,False
447,2021-12-10,UK,27,Male,Gold,Organic,True
448,2023-11-13,US,20,Female,Gold,Paid Search,True
449,2022-07-25,US,35,Male,Bronze,Organic,True
450,2021-11-10,DE,39,Male,Bronze,Referral,True
451,2023-11-18,IN,41,Female,Gold,Organic,False
452,2023-10-10,IN,33,Male,Bronze,Email,True
453,2022-07-01,BR,36,Male,Bronze,Paid Search,True
454,2021-01-28,IN,31,Female,Bronze,Organic,True
455,2022-10-16,US,40,Male,Silver,Social,True
456,2022-08-31,US,36,Male,Bronze,Email,True
457,2021-06-12,US,27,Male,Bronze,Paid Search,True
458,2022-11-26,US,49,Female,Bronze,Organic,False
459,2023-07-10,BR,42,Male,Gold,Referral,True
460,2021-04-26,BR,25,Male,Bronze,Email,False
461,2023-03-04,IN,26,Male,Bronze,Email,False
462,2021-06-03,US,30,Female,Bronze,Organic,False
463,2023-03-31,US,62,Female,Bronze,Social,True
464,2022-04-04,DE,18,Male,Bronze,Referral,True
465,2021-01-08,BR,60,Female,Gold,Paid Search,True
466,2023-11-25,IN,32,Male,Bronze,Email,False
467,2021-07-01,BR,27,Male,Gold,Email,True
468,2022-10-15,US,48,Female,Bronze,Paid Search,True
469,2021-07-18,UK,32,Male,Silver,Paid Search,True
470,2023-10-19,US,54,Female,Bronze,Email,True
471,2023-03-20,UK,34,Female,Bronze,Social,True
472,2023-05-31,UK,39,Female,Silver,Paid Search,True
473,2022-04-19,UK,35,Male,Bronze,Paid Search,True
474,2022-05-27,CA,51,Female,Bronze,Paid Search,False
475,2022-11-26,US,28,Female,Bronze,Paid Search,True
476,2023-05-10,US,31,Male,Silver,Email,True
477,2023-07-17,DE,34,Male,Bronze,Paid Search,False
478,2021-01-20,UK,34,Male,Silver,Social,True
479,2022-12-28,AU,52,Female,Silver,Referral,True
480,2021-04-30,CA,42,Female,Bronze,Paid Search,True
481,2021-11-12,IN,33,Female,Silver,Organic,True
482,2023-06-28,IN,33,Male,Silver,Paid Search,True
483,2021-10-02,DE,24,Male,Bronze,Paid Search,False
484,2023-05-23,US,35,Female,Silver,Social,True
485,2022-05-22,IN,43,Male,Bronze,Paid Search,True
486,2021-09-12,US,29,Male,Gold,Email,False
487,2022-01-01,US,26,Female,Silver,Organic,True
488,2022-08-05,CA,44,Female,Bronze,Organic,False
489,2023-04-18,IN,45,Female,Bronze,Social,False
490,2022-10-26,BR,24,Male,Bronze,Organic,True
491,2023-10-19,BR,28,Female,Silver,Paid Search,True
492,2023-08-09,CA,49,Male,Silver,Social,True
493,2023-04-05,CA,29,Male,Silver,Email,True
494,2022-10-23,US,42,Male,Bronze,Organic,True
495,2021-11-14,US,26,Female,Bronze,Organic,False
496,2022-03-28,DE,33,Female,Bronze,Email,False
497,2021-05-11,US,62,Male,Bronze,Referral,True
498,2022-02-14,IN,20,Male,Silver,Organic,True
499,2023-10-12,AU,25,Female,Silver,Social,True
500,2022-04-12,DE,23,Female,Silver,Email,False
501,2021-05-05,US,40,Female,Bronze,Organic,True
502,2022-12-15,DE,18,Female,Bronze,Organic,True
503,2023-11-21,CA,52,Male,Bronze,Referral,False
504,2023-08-08,BR,33,Male,Silver,Organic,True
505,2021-10-28,DE,25,Female,Silver,Paid Search,True
